scenario_id,label
0000b0f9-99f9-4a1f-a231-5be9e4c523f7,VEHICLE_RISK
0000b6ab-e100-4f6b-aee8-b520b57c0530,VRU_CRITICAL
0001b567-b7ac-4a91-b4fe-6132e4b81884,VRU_CRITICAL
0001f576-0552-49c9-9ce2-8c47411a088e,VRU_CRITICAL
0001fe2b-a3c8-4cdf-a712-6b65a17ca316,VEHICLE_RISK
0002cd4c-d011-4f89-84e4-5a042007f034,VEHICLE_RISK
0003904f-371d-4544-8712-5f4eff74ef91,VRU_CRITICAL
0003d1d1-ae8b-432c-b365-76ecd41867f9,VRU_CRITICAL
0003e31e-8142-47af-9215-b8a306a31bc9,VRU_CRITICAL
000410c1-84d8-43a6-b6e8-34616cc1543f,VEHICLE_RISK
00052182-d782-4196-a025-a9916aaae4d6,VEHICLE_RISK
00052803-b0e6-4d8a-8abe-d8870d7c4132,VEHICLE_RISK
0005dd1d-53ee-4db2-be95-a09e64d78b61,VEHICLE_RISK
00060922-3f9c-47e6-9f00-ebbab232db15,VEHICLE_RISK
0006157f-aa50-483f-8e67-a965315a520c,VRU_CRITICAL
000640fa-f099-4148-802c-68d64843a3bd,VRU_CRITICAL
0006c73f-a174-44c9-941e-495d4023c382,VRU_CRITICAL
000749d4-71b5-48ab-97b7-bcaa287da868,VEHICLE_RISK
00078678-1b54-4f19-bccf-dec214baf06c,VRU_CRITICAL
000946e5-5d33-474e-994a-f603af4d7a3c,VRU_CRITICAL
00097516-de98-4ac8-b596-8a589b70a557,VEHICLE_RISK
00099716-1352-4cae-81cb-34905f3da3bd,VRU_CRITICAL
000a07a3-fec1-47d5-8ba7-e8610409efb3,VRU_CRITICAL
000a9994-7146-487f-8692-d7320233d67e,VEHICLE_RISK
000ace8b-a3d2-4228-bd87-91b66a9c5127,VRU_CRITICAL
000b1e10-20b6-4b6b-9d0b-9b000ca47c8c,VEHICLE_RISK
000b25a9-8f75-46eb-90f5-a75c985f6ae2,VRU_CRITICAL
000bcc7d-7d21-4146-9dce-099fc5bf397f,VRU_CRITICAL
000be335-f40a-4122-9621-45327a7a5ef4,VEHICLE_RISK
000c4929-721b-4ea5-ad82-192ff5d211e3,VEHICLE_RISK
000c6e8c-2fa8-4594-8497-512439509b77,VEHICLE_RISK
000c7675-b984-4305-aef7-56294ea779b3,VEHICLE_RISK
000c786f-d31a-4cbe-bbe9-016b83fe7b09,VEHICLE_RISK
000d8257-4819-4806-9ca9-cc552ef8c720,VRU_CRITICAL
000dd2ae-7bbb-4d4c-8d58-cf4bb46db14a,VRU_CRITICAL
000e1588-aaad-402f-a36e-f393e7647b05,VRU_CRITICAL
000fd2f2-152f-459d-99a0-5d1240c5677a,VEHICLE_RISK
000fd3cb-1fa5-42d3-b532-533474c70c13,VEHICLE_RISK
001043ad-b007-403e-ad54-89aa927ca76b,VEHICLE_RISK
001088bb-7fd7-4b28-aeb7-fbe346782b18,VRU_CRITICAL
00109d09-9976-460a-8fbc-a6f373102fa0,VRU_CRITICAL
0010a049-f6f3-453d-b326-971670bc8093,VRU_CRITICAL
0011e48f-b0b9-44cb-9ed3-ea2c3c72b942,VRU_CRITICAL
00130000-76b5-4579-8822-a1dc5b6f809d,VRU_CRITICAL
001334a5-a4b7-48b6-90a0-b6cded69dcbf,VRU_CRITICAL
00134c8e-2a3f-4298-acdd-313578a093ec,VEHICLE_RISK
0013e6ae-7481-43da-8ecd-330baf39fbdc,VRU_CRITICAL
00141380-52a3-4d08-901a-c8a3b3e12f02,VRU_CRITICAL
00141832-b4e6-4e54-a706-9e04e59d72bd,VRU_CRITICAL
001426de-215b-406a-9899-42c7175fee65,VRU_CRITICAL
00154116-0385-4d55-9989-93f98a2114c1,VRU_CRITICAL
00161045-0721-4b7c-b644-2d8589467ba0,VRU_CRITICAL
00161f57-44ed-46ee-b9c4-ddbc6e0168a8,VEHICLE_RISK
00169dbd-733b-4369-b999-3605950eee6e,VEHICLE_RISK
0016defc-2f2c-40f0-942b-8cc02b7826e9,VEHICLE_RISK
0017409a-b897-4e03-be7b-ff33b9d44833,VRU_CRITICAL
0017fc48-34d0-45a7-98e6-c50d2c4f8cd0,VRU_CRITICAL
00182866-5518-4a7d-bea8-f700da5d1519,VEHICLE_RISK
00194f47-7cdc-4e1f-ab36-7d33d8abe7ec,VRU_CRITICAL
0019a05a-a14d-4496-94a9-c6cca7876a13,VRU_CRITICAL
0019a075-80c0-4100-8eb3-65854e8b6153,VRU_CRITICAL
0019ac2f-e5fe-4560-bdd4-7630a4efa3b0,VEHICLE_RISK
0019c425-848d-49f8-a14f-7641b75d7942,VRU_CRITICAL
001a13e6-b7b5-46b9-97c6-e04729515cee,VRU_CRITICAL
001a7bd3-05f3-433a-9042-30578efd7d2b,VEHICLE_RISK
001aa348-9554-4f08-bf84-bf3afdcb944e,VRU_CRITICAL
001b1e59-687f-4ba2-932c-0199c99f1a6b,VRU_CRITICAL
001b7381-ef77-4db9-a31b-3a519b3a4875,VEHICLE_RISK
001bb9db-afa4-4ed6-bc2d-5b0266616da3,VEHICLE_RISK
001bdee0-4713-4e38-9f91-5864c49e8296,VEHICLE_RISK
001c1d25-32f5-4ea6-ac02-e24ad293a3fd,VRU_CRITICAL
001c2912-6546-48b2-b270-3f5e491cdf4f,VEHICLE_RISK
001c3493-893f-4c2d-919b-da93a310c721,VRU_CRITICAL
001c4b25-247c-4fb5-9363-3e51351fe3b2,VRU_CRITICAL
001c58dc-63e5-4997-8ae7-71193e4b334e,VRU_CRITICAL
001c7478-18d6-40c9-a778-7c664651c3c7,VEHICLE_RISK
001c774f-fa98-4416-9d93-acccfdf48a0b,VEHICLE_RISK
001c87f4-55dc-4a88-9c1a-310857d3c33e,VEHICLE_RISK
001c8f72-b53e-4c67-ada7-6003d2d9938d,VEHICLE_RISK
001cb639-614f-4356-a50b-372514f14e96,VEHICLE_RISK
001cbde0-dfca-40ff-ab9c-38230e96d03b,VEHICLE_RISK
001cd966-3901-429c-8113-f06e2d287935,VRU_CRITICAL
001d74b4-be3d-46ff-ac5c-facacfd489a9,VRU_CRITICAL
001daa29-2570-4f71-8417-ac4c05513e2c,VEHICLE_RISK
001dece1-a963-4cf3-8f5a-82dca796cad2,VRU_CRITICAL
001e3f19-7645-45fc-879d-7effa6bae991,VRU_CRITICAL
001e5ad7-e283-4e45-aa15-e64ef5783ca8,VEHICLE_RISK
001e9dea-8dac-4de8-a6e0-f6edbaee4185,VEHICLE_RISK
001ecfb4-ade3-4b0e-a3af-d3095dc44bbb,VRU_CRITICAL
001ed3c2-c624-4913-9a72-74198e8167f3,VRU_CRITICAL
001ee0f7-3bc1-41a7-8e71-44414bb99430,VEHICLE_RISK
001f29ec-737f-4b0b-9e0a-6e34353da331,VRU_CRITICAL
001f5046-3bf1-4b01-be93-1755e0bf0c39,VRU_CRITICAL
001f8df5-cced-452d-b15e-31bb45b2b222,VRU_CRITICAL
0020bbcf-3426-4a6c-b4db-fe1822e5686d,VRU_CRITICAL
0020e245-1e85-434f-84a7-4f1ea3b40728,VRU_CRITICAL
0020e5ed-d537-49ea-984d-bd7a1adf060d,VEHICLE_RISK
00210e68-f44b-4bf6-bcf4-a05c569afbfe,VEHICLE_RISK
00220cd0-364e-48fc-90a5-d53171f5ac4e,VRU_CRITICAL
002237e3-2edd-4cf9-8be7-13d9d5981cfa,VEHICLE_RISK
0022ab27-9a8a-45dd-948f-53cff8710efa,VEHICLE_RISK
0022bae4-a387-473a-8028-5c011978ecb7,VRU_CRITICAL
0022d081-c599-4b06-acfc-8c83aa0bb389,VRU_CRITICAL
00230624-044b-4bb0-86fb-c3214060a7b8,VRU_CRITICAL
00231197-563e-42ea-bad9-68138e4f3876,VRU_CRITICAL
002394fe-7cfd-4236-b912-43f6a83e26df,VEHICLE_RISK
0023c130-917f-42b5-ac7c-9c1367e17d69,VRU_CRITICAL
00245073-b8fe-4b17-8e32-c09ed2635bd9,VRU_CRITICAL
0024ae87-de65-4c3a-b9c2-4e738ebc4079,VRU_CRITICAL
002520cb-845d-449f-b632-2781eadc9bdb,VRU_CRITICAL
00252ef0-86d4-4295-9ebf-0a430e5f19f2,VRU_CRITICAL
002601ec-9a66-4bf9-b2c6-89a09d6e4a83,VEHICLE_RISK
00262b07-7812-463d-8e31-9672d37a00e8,VEHICLE_RISK
0026fe77-7c00-4a6e-a345-d73f3034dc7a,VRU_CRITICAL
0027b1d0-130d-448a-b268-7146cb641147,VRU_CRITICAL
0028127a-2f59-4877-b64f-78e4b772f845,VRU_CRITICAL
002840ad-23db-4199-a870-893da04d9ea7,VEHICLE_RISK
0028c70a-0e6f-4d91-9548-f9b60154d0f2,VRU_CRITICAL
0028e2c6-623c-41a4-97d1-0232d7658d66,VEHICLE_RISK
00290df2-dbfa-419a-8200-4569a408bbf3,VEHICLE_RISK
00290f28-d64e-420f-a279-f1d10641435a,VEHICLE_RISK
0029791d-3088-41be-8106-db19ca4aff38,VEHICLE_RISK
0029b770-664e-482e-939a-5dc09f7e5a06,VEHICLE_RISK
0029be52-65e8-4def-9eb3-d56b4010c387,VEHICLE_RISK
002a0ecf-629c-4794-b201-d13bf5bebe9a,VEHICLE_RISK
002a1d47-f12d-4d76-9108-d2da39f15ace,VRU_CRITICAL
002ae150-9df0-4be2-9674-9579cf57e90e,VEHICLE_RISK
002b034d-2196-4d74-89d4-5db8fadcd34f,VEHICLE_RISK
